snippet,intent
"zipapp.create_archive(source, interpreter=None)",Create an application archive from `source` . The `interpreter` argument specifies the name of the Python interpreter with which the archive will be executed .
"csv.register_dialect(name, dialect)",Associate `dialect` with `name` .
"curses.init_pair(pair_number, fg, bg)",Change the definition of a color-pair . The value of `pair_number` must be between 1 and COLOR_PAIRS - 1 ( the 0 color pair is wired to white on black and can not be changed ) . The value of `fg` and `bg` arguments must be between 0 and COLORS .
chain_map.new_child(m=None),"Returns a new ChainMap containing a new map followed by all of the maps in the current instance . If `m` is specified , it becomes the new map at the front of the list of mappings ; if not specified , an empty dict is used , so that a call to d.new_child ( ) is equivalent to : ChainMap ( { } , *d.maps ) ."
parser.parsestr(text),"Similar to the parse ( ) method , except it takes a string object instead of a file-like object . Calling this method on a string is equivalent to wrapping `text` in a StringIO instance first and calling parse ( ) ."
"lzma.compress(data, check=-1)","Compress `data` ( a bytes object ) , returning the compressed data as a bytes object . See LZMACompressor above for a description of the `format` , `check` , `preset` and `filters` arguments ."
@functools.lru_cache(maxsize=128),Decorator to wrap a function with a memoizing callable that saves up to the `maxsize` most recent calls .
email.utils.formataddr(pair),"The inverse of parseaddr ( ) , this takes a 2-tuple of the form ( realname , email_address ) and returns the string value suitable for a To or Cc header . If the first element of `pair` is false , then the second element is returned unmodified ."
"operator.__lt__(a, b)",Perform “ rich comparisons ” between `a` and `b` .
"epoll.poll(timeout=-1, maxevents=-1)",Wait for events . `timeout` in seconds ( float ) With arguments `maxevents`.
"difflib.ndiff(a, b, linejunk=None)",Compare `a` and `b` ( lists of strings ) ; return a Differ-style delta ( a generator generating the delta lines ) . Optional keyword parameters `linejunk` and `charjunk` are filtering functions ( or None ) :
"traceback_exception.from_exception(exc, lookup_lines=True)","Capture an exception for later rendering . `limit` , `lookup_lines` and `capture_locals` are as for the StackSummary class . With arguments `exc`."
TarInfo.fromtarfile(tarfile),Read the next member from the TarFile object `tarfile` and return it as a TarInfo object .
io.BufferedReader(raw),"A buffer providing higher-level access to a readable , sequential RawIOBase object . When reading data from this object , a larger amount of data may be requested from the underlying `raw` stream , and kept in an internal buffer ."
IMAP4.send(data),Sends `data` to the remote server .
doctest.DocTestFinder(parser=DocTestParser()),"A processing class used to extract the DocTests that are relevant to a given object , from its docstring and the docstrings of its contained objects . The optional argument `parser` specifies the DocTestParser object ( or a drop-in replacement ) that is used to extract doctests from docstrings ."
"random.choices(population, weights=None)","Return a `k` sized list of elements chosen from the `population` with replacement . If a `weights` sequence is specified , selections are made according to the relative weights ."
"scheduler.enterabs(time, priority, action, kwargs={})","Schedule a new event . The `time` `argument` should be a numeric type compatible with the return value of the timefunc function passed to the constructor . Events scheduled for the same time will be executed in the order of their `priority` . Executing the event means executing `action` ( *argument , **kwargs ) . `kwargs` is a dictionary holding the keyword arguments for action ."
loop.set_task_factory(factory),Set a task `factory` that will be used by loop.create_task ( ) .
datetime.replace(hour=self.hour),"Return a datetime with the same attributes , except for those attributes given new values by whichever keyword arguments are specified . With arguments `hour`."
parser.parsestr(text),"Similar to the parse ( ) method , except it takes a string object instead of a file-like object . Calling this method on a string is equivalent to wrapping `text` in a StringIO instance first and calling parse ( ) ."
"widget.set(item, column=None, value=None)","With one argument , returns a dictionary of column/value pairs for the specified `item` . With two arguments , returns the current `value` of the specified `column` ."
"dataclasses.make_dataclass(cls_name, fields, init=True)","Creates a new dataclass with name `cls_name` , `fields` as defined in fields , base classes as given in `bases` , and initialized with a `namespace` as given in namespace . The values of `init` , `repr` , `eq` , `order` , `unsafe_hash` , and `frozen` have the same meaning as they do in dataclass ( ) ."
@test.support.run_with_tz(tz),"A decorator for running a function in a specific timezone , correctly resetting it after it has finished . With arguments `tz`."
del d[key],Remove d[key] from d.  Raises a KeyError if key is not in the map.
IMAP4.close(),Close currently selected mailbox .
incremental_encoder.setstate(state),Set the `state` of the encoder to state .
"bdb.get_stack(f, t)","Get a list of records for a frame and all higher ( calling ) and lower frames , and the size of the higher part . With arguments `f`, `t`."
"print(*objects, end='\n')","Print objects to the text stream `file` , separated by `sep` and followed by `end` . With arguments `*objects`."
operator.attrgetter(*attrs),Return a callable object that fetches attr from its operand . With arguments `*attrs`.
"epoll.poll(timeout=-1, maxevents=-1)",Wait for events . `timeout` in seconds ( float ) With arguments `maxevents`.
"asyncore.loop(timeout, use_poll, map, count)","Enter a polling loop that terminates after `count` passes or all open channels have been closed . The `timeout` argument sets the timeout parameter for the appropriate select ( ) or poll ( ) call , measured in seconds ; the default is 30 seconds . The `use_poll` parameter , if true , indicates that poll ( ) should be used in preference to select ( ) ( the default is False ) . The `map` parameter is a dictionary whose items are the channels to watch ."
